YEAR,COUNTRY,AGEGROUP,SEX,Display Value
2012,,AGE20-24,MLE,0.002159
1990,SEN,AGE80-84,MLE,0.186344
2000,CRI,AGELT1,MLE,0.012533
2000,SLB,AGE55-59,FMLE,0.013375
1990,,AGE80-84,MLE,0.180794
2000,NAM,AGE100PLUS,MLE,0.517491
2013,GNB,AGE1-4,FMLE,0.012835
2000,MMR,AGE50-54,FMLE,0.009203
2013,MYS,AGE100PLUS,MLE,0.42143
1990,DJI,AGE70-74,FMLE,0.057599
2012,BHR,AGE65-69,FMLE,0.019132
2013,HRV,AGE60-64,MLE,0.017436
2012,COK,AGE1-4,FMLE,0.001242
1990,CHN,AGE50-54,MLE,0.008
1990,DMA,AGE65-69,FMLE,0.018074
2000,CHE,AGE75-79,MLE,0.050734
2012,NLD,AGE35-39,FMLE,0.000516
2012,,AGE1-4,MLE,0.007184
2000,KOR,AGE60-64,MLE,0.018758
2012,SYC,AGE10-14,MLE,0.000184
2000,KGZ,AGE20-24,MLE,0.002
2000,ARG,AGE75-79,MLE,0.071632
2013,TCD,AGE65-69,MLE,0.049807
2013,AZE,AGE95-99,FMLE,0.355412
1990,COK,AGE15-19,MLE,0.002725
2000,HUN,AGE20-24,MLE,0.000943
2013,COM,AGE85-89,FMLE,0.21803
2000,LBR,AGE15-19,FMLE,0.003519
2012,GNQ,AGE1-4,FMLE,0.007797
2013,ISR,AGE30-34,FMLE,0.00028
2012,IRQ,AGE85-89,MLE,0.231847
2013,SLE,AGE30-34,MLE,0.009192
2000,SLB,AGE100PLUS,FMLE,0.561881
2000,,AGE15-19,FMLE,0.001887
2012,JPN,AGE25-29,FMLE,0.000338
2000,,AGE45-49,MLE,0.004479
2013,PAK,AGE85-89,FMLE,0.200395
2012,TGO,AGE30-34,MLE,0.005852
1990,GTM,AGELT1,MLE,0.068703
2012,GIN,AGE35-39,MLE,0.006603
1990,GRC,AGE50-54,FMLE,0.002412
2012,SVN,AGE65-69,FMLE,0.009049
2000,GRD,AGE30-34,MLE,0.002746
2013,BRN,AGE45-49,MLE,0.003001
2012,NLD,AGE80-84,FMLE,0.053814
1990,ZMB,AGE10-14,MLE,0.004
1990,GNQ,AGE15-19,MLE,0.005101
1990,NZL,AGE15-19,FMLE,0.000594
1990,MUS,AGE75-79,MLE,0.091831
2013,KOR,AGE70-74,MLE,0.027828
2000,LAO,AGE5-9,FMLE,0.001758
2013,SMR,AGE35-39,MLE,0.000272
2000,EGY,AGE80-84,FMLE,0.120467
2000,COL,AGE45-49,FMLE,0.002966
2013,DNK,AGE55-59,FMLE,0.005044
2013,LBR,AGE95-99,FMLE,0.466446
1990,CHN,AGE55-59,MLE,0.013
2013,IRN,AGE15-19,FMLE,0.000595
2000,PRT,AGE55-59,FMLE,0.004154
1990,TKM,AGE80-84,FMLE,0.115932
2000,VNM,AGE55-59,FMLE,0.006
2012,,AGE70-74,MLE,0.039658
2000,PRK,AGE85-89,MLE,0.304222
2000,ZAF,AGE5-9,MLE,0.001385
2012,NZL,AGE60-64,FMLE,0.005586
1990,VCT,AGE70-74,FMLE,0.034277
2013,SWE,AGE5-9,FMLE,0.000068
2013,ECU,AGE90-94,FMLE,0.198213
2012,AZE,AGE35-39,MLE,0.002155
1990,AND,AGE65-69,FMLE,0.009883
2013,EGY,AGE10-14,FMLE,0.0003
1990,NOR,AGE55-59,MLE,0.010304
2012,FJI,AGE5-9,FMLE,0.00042
2013,CAF,AGE40-44,FMLE,0.016465
2013,LBR,AGE25-29,FMLE,0.003193
1990,JPN,AGE95-99,FMLE,0.300109
2013,TON,AGE15-19,MLE,0.00077
2000,LBR,AGE75-79,MLE,0.114988
2000,TON,AGE60-64,FMLE,0.018891
1990,ROU,AGE20-24,FMLE,0.00058
2012,MUS,AGE85-89,MLE,0.148422
1990,FIN,AGE80-84,MLE,0.120372
2012,TUR,AGE40-44,MLE,0.003395
2013,PAK,AGE30-34,MLE,0.002247
1990,MEX,AGE95-99,MLE,0.246763
2000,PRY,AGE85-89,MLE,0.145034
2000,AZE,AGELT1,MLE,0.066
2012,TUN,AGE30-34,MLE,0.001419
2000,LVA,AGE20-24,FMLE,0.001
1990,COK,AGE70-74,FMLE,0.048427
1990,DMA,AGE20-24,FMLE,0.000548
2012,THA,AGE35-39,FMLE,0.001706
2013,BGD,AGE10-14,FMLE,0.000573
1990,VCT,AGE15-19,MLE,0.001171
1990,BLZ,AGE50-54,MLE,0.00782
2013,LVA,AGE95-99,MLE,0.342151
1990,TUN,AGE40-44,FMLE,0.002396
2013,SLE,AGE40-44,FMLE,0.01131
1990,VUT,AGE25-29,MLE,0.002971
2000,CPV,AGE1-4,FMLE,0.001666
2000,DNK,AGE45-49,FMLE,0.00251
2000,IDN,AGE80-84,MLE,0.151175
2012,CMR,AGE80-84,MLE,0.156693
2013,SMR,AGE90-94,FMLE,0.231266
1990,VNM,AGE85-89,FMLE,0.112
2000,CAF,AGELT1,FMLE,0.107645
2012,PLW,AGE80-84,FMLE,0.114182
2000,SEN,AGE70-74,FMLE,0.058348
1990,JAM,AGE90-94,FMLE,0.244236
2012,KGZ,AGE50-54,FMLE,0.006227
2000,CHL,AGE100PLUS,MLE,0.323607
2013,TTO,AGE5-9,MLE,0.000839
1990,NOR,AGELT1,FMLE,0.006228
1990,BWA,AGE100PLUS,FMLE,0.554701
1990,TKM,AGE70-74,MLE,0.069979
2013,,AGE35-39,BTSX,0.003513
2013,GRD,AGE40-44,MLE,0.004535
2013,,AGE35-39,FMLE,0.000923
2013,ETH,AGE15-19,MLE,0.002576
2000,BRN,AGE1-4,MLE,0.000558
2000,MYS,AGE30-34,FMLE,0.000818
2013,SVN,AGE60-64,MLE,0.013325
2013,BDI,AGE55-59,FMLE,0.014696
1990,PRK,AGE65-69,FMLE,0.019862
2012,HTI,AGE85-89,FMLE,0.200565
2012,USA,AGE55-59,MLE,0.008801
2000,COK,AGE30-34,MLE,0.002
2012,YEM,AGE55-59,FMLE,0.013107
2013,BWA,AGE80-84,FMLE,0.113288
2000,,AGE35-39,FMLE,0.001341
2012,MDG,AGE30-34,FMLE,0.003627
1990,COK,AGE25-29,FMLE,0.001321
1990,LAO,AGE60-64,MLE,0.034
2013,BRN,AGE30-34,FMLE,0.000509
1990,CHL,AGE50-54,MLE,0.009692
2013,LTU,AGE60-64,FMLE,0.009153
2012,GIN,AGE55-59,FMLE,0.014354
2013,SLB,AGE100PLUS,FMLE,0.565393
2013,NER,AGE35-39,MLE,0.004382
2000,LVA,AGE85-89,MLE,0.170359
2012,,AGELT1,BTSX,0.035962
2000,GBR,AGE80-84,FMLE,0.068173
2012,RUS,AGE95-99,MLE,0.450113
2000,MLT,AGE35-39,MLE,0.000905
2000,HND,AGE75-79,FMLE,0.040666
1990,,AGE95-99,FMLE,0.307421
2013,TTO,AGE95-99,FMLE,0.288577
2012,JOR,AGE55-59,MLE,0.010868
2013,NRU,AGE15-19,FMLE,0.000133
1990,UZB,AGE95-99,MLE,0.307485
1990,RUS,AGE80-84,MLE,0.142
1990,COL,AGELT1,FMLE,0.02589
2013,MMR,AGE5-9,MLE,0.001387
2012,MDG,AGELT1,FMLE,0.038089
2000,BGR,AGE5-9,MLE,0.000398
2013,CAF,AGE5-9,FMLE,0.005806
2012,LTU,AGE1-4,MLE,0.000275
2000,AGO,AGE75-79,FMLE,0.103186
2013,GNB,AGE15-19,MLE,0.003208
1990,CZE,AGE20-24,FMLE,0.000381
2000,LBY,AGELT1,MLE,0.027771
2013,IDN,AGE30-34,FMLE,0.001281
2012,CMR,AGE20-24,FMLE,0.003764
2000,LVA,AGE70-74,MLE,0.061
2000,LSO,AGE20-24,FMLE,0.006133
2000,MYS,AGE55-59,MLE,0.014502
2012,ARG,AGE90-94,FMLE,0.169985
2012,USA,AGELT1,FMLE,0.005527
2000,KGZ,AGE1-4,FMLE,0.002
2000,TKM,AGE15-19,MLE,0.002
2000,AZE,AGE75-79,MLE,0.078947
2012,IDN,AGE40-44,MLE,0.003354
2000,KNA,AGE90-94,FMLE,0.353
2012,CPV,AGELT1,MLE,0.021412
2000,THA,AGE50-54,MLE,0.009
1990,JAM,AGE70-74,MLE,0.041052
1990,MNE,AGE100PLUS,FMLE,0.460384
2012,YEM,AGE1-4,MLE,0.0036
2012,TKM,AGE35-39,MLE,0.007211
2013,GMB,AGE90-94,MLE,0.366964
1990,NRU,AGE45-49,FMLE,0.002352
1990,SGP,AGE1-4,FMLE,0.000353
2000,URY,AGE75-79,FMLE,0.039
1990,SEN,AGE15-19,MLE,0.003
2012,STP,AGE55-59,FMLE,0.009565
2000,ERI,AGE20-24,FMLE,0.005912
2000,HND,AGE100PLUS,MLE,0.374488
2013,BRN,AGE100PLUS,FMLE,0.480827
2012,ROU,AGE90-94,MLE,0.22668
2013,SLE,AGE100PLUS,MLE,0.713032
2012,GIN,AGE90-94,FMLE,0.342983
2013,BRN,AGE65-69,FMLE,0.021262
2013,ARG,AGE85-89,MLE,0.141036
2013,KOR,AGE45-49,FMLE,0.001119
2000,TUN,AGE50-54,MLE,0.007
2013,ALB,AGE90-94,MLE,0.306496
2012,BRB,AGE85-89,MLE,0.133748
2000,PRK,AGE25-29,FMLE,0.002035
2000,BDI,AGE25-29,MLE,0.011452
2000,BEL,AGE55-59,FMLE,0.004772
1990,COK,AGE50-54,MLE,0.016023
2012,LTU,AGE55-59,FMLE,0.006505
2000,YEM,AGE30-34,FMLE,0.004
1990,MWI,AGE100PLUS,FMLE,0.708268
2000,WSM,AGE35-39,MLE,0.002829
2012,TKM,AGE1-4,MLE,0.002221
2012,ISL,AGE80-84,MLE,0.069066
1990,TGO,AGE100PLUS,MLE,0.718959
2000,VUT,AGE75-79,MLE,0.093811
2012,IDN,AGE5-9,MLE,0.000737
1990,AGO,AGE45-49,FMLE,0.013
2000,NRU,AGE60-64,FMLE,0.007
2000,QAT,AGE60-64,MLE,0.01283
2013,CAF,AGE65-69,MLE,0.04138
2013,MLT,AGE30-34,FMLE,0.000176
1990,MLI,AGE50-54,MLE,0.015192
2013,CAF,AGE30-34,MLE,0.009903
2012,CPV,AGE85-89,FMLE,0.144768
2000,KOR,AGE25-29,MLE,0.001021
1990,AZE,AGE25-29,MLE,0.002
1990,POL,AGE45-49,FMLE,0.003
2012,CMR,AGE1-4,MLE,0.009356
2000,LBN,AGE45-49,FMLE,0.002755
2013,CAN,AGE15-19,MLE,0.000497
2013,GIN,AGE25-29,FMLE,0.004509
2013,URY,AGE45-49,MLE,0.004196
2013,SMR,AGE10-14,FMLE,0.000537
2012,QAT,AGE50-54,FMLE,0.002274
2000,NIU,AGE60-64,MLE,0.023108
1990,BTN,AGE45-49,FMLE,0.013749
2013,CIV,AGE70-74,MLE,0.063275
1990,JAM,AGE10-14,FMLE,0.00056
1990,ISL,AGE70-74,MLE,0.037917
1990,LTU,AGE65-69,FMLE,0.018
2000,YEM,AGE15-19,FMLE,0.002095
2013,NPL,AGE10-14,MLE,0.000689
1990,,AGE60-64,BTSX,0.018967
2012,DZA,AGE35-39,MLE,0.00201
1990,MWI,AGE65-69,FMLE,0.03727
2013,NIU,AGE10-14,FMLE,0.000221
2012,LUX,AGE40-44,MLE,0.001171
1990,ECU,AGE60-64,FMLE,0.013
2000,CIV,AGE25-29,MLE,0.00877
2013,DEU,AGE30-34,MLE,0.000669
2013,LBN,AGE70-74,MLE,0.031067
2012,AGO,AGE60-64,MLE,0.028132
2012,BTN,AGE90-94,FMLE,0.156391
1990,TZA,AGE70-74,MLE,0.065972
2012,BTN,AGE1-4,MLE,0.002494
2012,SAU,AGE35-39,MLE,0.000708
2012,MLI,AGE1-4,FMLE,0.013681
1990,ZMB,AGE50-54,FMLE,0.018
1990,CIV,AGE65-69,MLE,0.041142
2012,CIV,AGE50-54,FMLE,0.015192
2012,QAT,AGE85-89,FMLE,0.113663
2013,QAT,AGE70-74,MLE,0.027106
2012,MNE,AGE90-94,MLE,0.214874
2000,,AGE30-34,FMLE,0.002176
2013,FRA,AGE100PLUS,MLE,0.454134
1990,DZA,AGE25-29,MLE,0.001943
2012,KWT,AGE95-99,MLE,0.324442
2000,NER,AGE1-4,FMLE,0.038403
2013,,AGE1-4,MLE,0.003339
2000,BEL,AGE45-49,MLE,0.003892
2013,NPL,AGE45-49,MLE,0.005803
1990,NIU,AGE100PLUS,MLE,0.616129
2012,,AGE90-94,BTSX,0.251112
1990,PAN,AGE45-49,FMLE,0.003214
2012,ISL,AGE55-59,FMLE,0.002815
1990,QAT,AGE40-44,FMLE,0.001279
1990,BDI,AGELT1,FMLE,0.094797
2000,DOM,AGE55-59,MLE,0.009408
2012,CZE,AGE90-94,MLE,0.25896
1990,PAN,AGE10-14,FMLE,0.000522
2013,URY,AGE65-69,FMLE,0.011961
2012,DEU,AGE95-99,MLE,0.328844
2012,JAM,AGE1-4,MLE,0.000727
1990,GHA,AGE5-9,MLE,0.005
2012,KIR,AGE1-4,FMLE,0.003944
1990,,AGE50-54,FMLE,0.008431
2012,KIR,AGE35-39,FMLE,0.002037
2013,WSM,AGE90-94,MLE,0.263591
2013,WSM,AGE30-34,FMLE,0.000803
1990,AGO,AGE50-54,MLE,0.022207
1990,MDG,AGE10-14,MLE,0.003457
2012,TZA,AGE55-59,FMLE,0.010966
2013,HTI,AGE70-74,MLE,0.055642
1990,ISL,AGE10-14,FMLE,0.000163
2000,RUS,AGE20-24,MLE,0.005214
2000,USA,AGE5-9,MLE,0.000176
2000,BEL,AGE80-84,MLE,0.102912
2012,AGO,AGE1-4,FMLE,0.018571
2000,KWT,AGE75-79,FMLE,0.079633
2000,YEM,AGE75-79,MLE,0.103243
1990,DEU,AGE15-19,MLE,0.000819
2013,KIR,AGE65-69,MLE,0.037261
2012,MDG,AGE55-59,MLE,0.0161
2000,LUX,AGE55-59,FMLE,0.005056
1990,NER,AGELT1,FMLE,0.142165
2013,ATG,AGE65-69,FMLE,0.013317
2000,NRU,AGE5-9,FMLE,0.000119
1990,,AGE25-29,MLE,0.002004
1990,ISL,AGE25-29,MLE,0.001178
2012,SAU,AGE1-4,MLE,0.000323
1990,UGA,AGELT1,MLE,0.124598
2000,OMN,AGE15-19,FMLE,0.000601
2013,AZE,AGE50-54,FMLE,0.003782
2012,VUT,AGE60-64,MLE,0.020778
2012,PRT,AGE75-79,MLE,0.047349
2000,JOR,AGE40-44,MLE,0.002614
1990,TUN,AGE30-34,FMLE,0.001334
2012,GAB,AGE15-19,MLE,0.002074
1990,KHM,AGE10-14,FMLE,0.004541
2000,BWA,AGE95-99,FMLE,0.387338
1990,EST,AGE40-44,FMLE,0.002043
2013,AFG,AGE50-54,FMLE,0.00988
2012,ZMB,AGE70-74,FMLE,0.04434
2000,KEN,AGE55-59,MLE,0.021352
2000,TCD,AGE45-49,MLE,0.018778
2012,SVK,AGE75-79,MLE,0.070996
1990,GHA,AGE30-34,FMLE,0.004985
2012,ARE,AGE15-19,FMLE,0.000291
2000,BRN,AGE25-29,MLE,0.00103
2012,VNM,AGE20-24,MLE,0.001634
2000,TKM,AGE15-19,FMLE,0.001
1990,TGO,AGE10-14,MLE,0.002747
2013,,AGE50-54,BTSX,0.004418
2013,GUY,AGE85-89,MLE,0.330423
2000,MAR,AGE90-94,FMLE,0.315549
2012,KGZ,AGELT1,FMLE,0.020995
2000,LBR,AGE40-44,FMLE,0.008651
2013,MDA,AGE25-29,MLE,0.001593
2013,HUN,AGELT1,FMLE,0.004822
2012,AUT,AGE20-24,MLE,0.000613
1990,MUS,AGE5-9,FMLE,0.000203
2012,ZWE,AGE55-59,MLE,0.016437
2012,,AGE65-69,MLE,0.038989
2013,MDA,AGE80-84,FMLE,0.107081
2000,AUS,AGE40-44,FMLE,0.00105
2013,PLW,AGE90-94,MLE,0.328935
1990,KAZ,AGE60-64,FMLE,0.017493
2012,SVN,AGE1-4,MLE,0.000162
1990,LKA,AGE95-99,FMLE,0.250251
1990,TCD,AGE25-29,FMLE,0.008168
2012,FIN,AGE20-24,FMLE,0.000355
2012,KGZ,AGE55-59,MLE,0.020811
2000,,AGE20-24,BTSX,0.001128
2000,SYC,AGE60-64,FMLE,0.012673
1990,,AGE95-99,FMLE,0.422591
2012,,AGELT1,FMLE,0.012472
2012,MUS,AGELT1,MLE,0.014675
2012,TGO,AGELT1,FMLE,0.057856
2000,CHE,AGE75-79,FMLE,0.027004
2013,UKR,AGE50-54,MLE,0.01504
2012,GHA,AGE75-79,FMLE,0.076947
2000,SVN,AGE75-79,MLE,0.071233
1990,KGZ,AGE40-44,MLE,0.008
2013,COM,AGE55-59,MLE,0.019207
2013,AUS,AGE85-89,FMLE,0.081647
2000,MDA,AGE70-74,FMLE,0.047047
1990,ZMB,AGE85-89,MLE,0.254401
2013,ZWE,AGE45-49,FMLE,0.01012
2000,,AGE80-84,FMLE,0.142867
2012,MRT,AGE70-74,MLE,0.061603
1990,ZWE,AGE10-14,MLE,0.001529
2000,,AGE55-59,BTSX,0.017086
2012,JPN,AGELT1,MLE,0.002305
2013,,AGE15-19,MLE,0.00056
2000,URY,AGE65-69,FMLE,0.014
2000,AUS,AGE75-79,FMLE,0.028581
1990,TCD,AGE60-64,FMLE,0.031541
2000,,AGE95-99,FMLE,0.37703
1990,SUR,AGE30-34,FMLE,0.001424
1990,VNM,AGE45-49,MLE,0.007049
2012,PRT,AGE15-19,FMLE,0.000177
2013,GUY,AGE25-29,FMLE,0.002433
1990,MEX,AGE25-29,FMLE,0.000902
2013,COG,AGE70-74,FMLE,0.046314
1990,KAZ,AGE85-89,MLE,0.185755
2012,AFG,AGE70-74,MLE,0.067103
2012,FIN,AGE55-59,FMLE,0.003792
2000,RWA,AGE90-94,FMLE,0.377023
2000,UZB,AGE80-84,MLE,0.125283
2000,AFG,AGE75-79,FMLE,0.097651
2013,SYR,AGE90-94,MLE,0.312055
2000,MNG,AGE75-79,MLE,0.131906
2000,LBR,AGE5-9,FMLE,0.003697
2013,,AGE15-19,FMLE,0.001397
2012,ZMB,AGE95-99,MLE,0.467697
1990,BWA,AGE10-14,FMLE,0.000952
2013,MKD,AGE30-34,MLE,0.000716
2000,POL,AGE100PLUS,MLE,0.515944
2013,SVN,AGE25-29,FMLE,0.000102
2000,AFG,AGE65-69,MLE,0.048793
2000,CHN,AGE20-24,FMLE,0.001
2012,SEN,AGE20-24,FMLE,0.002625
1990,BFA,AGE85-89,FMLE,0.291499
2013,PLW,AGE30-34,FMLE,0.001063
1990,SUR,AGE65-69,FMLE,0.016843
1990,AGO,AGE35-39,FMLE,0.011
2000,GUY,AGE40-44,MLE,0.008272
2012,MEX,AGE15-19,MLE,0.001267
1990,SYR,AGE95-99,FMLE,0.413853
1990,ZWE,AGE30-34,FMLE,0.005393
2012,MDV,AGE20-24,MLE,0.000703
1990,JPN,AGE5-9,FMLE,0.000147
1990,PRT,AGE40-44,FMLE,0.001562
1990,SVK,AGE85-89,FMLE,0.178432
2012,SVN,AGE55-59,FMLE,0.004096
2013,OMN,AGE50-54,MLE,0.005206
1990,SEN,AGE70-74,MLE,0.06813
2000,PLW,AGE45-49,MLE,0.006446
1990,CUB,AGE30-34,MLE,0.002212
2013,MEX,AGE90-94,MLE,0.183398
2000,BRA,AGE40-44,FMLE,0.002712
1990,CUB,AGE65-69,MLE,0.025775
2000,BRA,AGE5-9,FMLE,0.000309
2012,MUS,AGE15-19,FMLE,0.000298
2013,AUS,AGE30-34,MLE,0.000903
2012,GHA,AGE20-24,MLE,0.003864
2000,HUN,AGE20-24,FMLE,0.000344
2013,PRT,AGE35-39,MLE,0.001452
2000,HRV,AGE60-64,FMLE,0.009271
2000,MDA,AGE95-99,MLE,0.40444
2013,AGO,AGE65-69,MLE,0.041661
1990,PHL,AGE80-84,MLE,0.117131
2000,GTM,AGE100PLUS,FMLE,0.386144
1990,PER,AGE15-19,FMLE,0.001015
2013,PAN,AGE5-9,MLE,0.000374
1990,MLT,AGE75-79,MLE,0.077433
2013,NZL,AGE65-69,FMLE,0.009059
2000,MNE,AGE85-89,MLE,0.100034
2000,COD,AGE80-84,MLE,0.189083
2012,,AGELT1,MLE,0.071554
2013,GHA,AGE90-94,FMLE,0.458299
2000,,AGE30-34,MLE,0.001888
2013,IRQ,AGE30-34,FMLE,0.001002
2012,JPN,AGE40-44,MLE,0.001495
2012,ECU,AGE85-89,FMLE,0.126805
2000,YEM,AGE5-9,MLE,0.002
2000,SVK,AGE100PLUS,FMLE,0.491522
2013,,AGE55-59,BTSX,0.008128
2012,,AGE95-99,FMLE,0.365998
2012,LUX,AGE25-29,FMLE,0.000271
2000,TUN,AGE45-49,MLE,0.004
1990,NRU,AGE95-99,FMLE,0.25
2013,GNQ,AGE5-9,FMLE,0.005484
2013,ROU,AGE70-74,FMLE,0.026816
2012,HND,AGE1-4,FMLE,0.000793
1990,FJI,AGE20-24,MLE,0.002504
2012,TON,AGE65-69,FMLE,0.027828
2013,ISR,AGE45-49,MLE,0.002031
2013,BFA,AGE90-94,MLE,0.437292
2000,LBR,AGE30-34,MLE,0.006906
2000,BIH,AGELT1,FMLE,0.007871
1990,,AGE25-29,MLE,0.002031
2000,BLZ,AGE100PLUS,MLE,0.572822
2000,TKM,AGE85-89,FMLE,0.1637
2012,LBR,AGE90-94,FMLE,0.363711
2013,PNG,AGE35-39,MLE,0.004928
2000,MKD,AGE5-9,FMLE,0.000148
2000,QAT,AGE45-49,FMLE,0.001628
2013,NOR,AGE45-49,FMLE,0.001284
2012,SWE,AGE1-4,FMLE,0.000121
2000,VCT,AGE75-79,FMLE,0.052403
1990,EGY,AGE20-24,MLE,0.001748
2012,AND,AGE65-69,FMLE,0.006466
2013,IRQ,AGE90-94,MLE,0.338521
2013,UGA,AGE45-49,MLE,0.014121
1990,DNK,AGE55-59,MLE,0.012539
2012,LKA,AGE35-39,FMLE,0.000945
2013,,AGE45-49,MLE,0.003259
1990,COK,AGE65-69,MLE,0.032
1990,CHE,AGE80-84,FMLE,0.068228
1990,COL,AGE40-44,FMLE,0.002321
2000,,AGE85-89,BTSX,0.121177
2012,PRT,AGE60-64,FMLE,0.00466
1990,ECU,AGE25-29,MLE,0.003
2012,LBN,AGE65-69,MLE,0.018499
1990,ISR,AGE95-99,FMLE,0.314066
2013,GNQ,AGE65-69,MLE,0.039078
2013,TUR,AGE30-34,FMLE,0.001032
1990,RUS,AGE5-9,FMLE,0
2013,MOZ,AGE70-74,MLE,0.058901
2013,GHA,AGE35-39,MLE,0.005399
2013,,AGE1-4,BTSX,0.000578
1990,AGO,AGE50-54,FMLE,0.016
2000,SYC,AGE5-9,MLE,0.000541
2012,FRA,AGE95-99,MLE,0.318664
1990,LSO,AGE40-44,MLE,0.007048
2000,KIR,AGELT1,FMLE,0.056438
2000,SVN,AGE60-64,FMLE,0.008129
2012,,AGE40-44,FMLE,0.00904
1990,SSD,AGE80-84,MLE,0.215
2012,KNA,AGE85-89,MLE,0.217888
1990,USA,AGE80-84,MLE,0.101021
2000,NRU,AGELT1,MLE,0.022912
1990,NAM,AGE95-99,MLE,0.402793
1990,MLT,AGE15-19,FMLE,0.000079
2013,BWA,AGE35-39,FMLE,0.007647
2013,BLR,AGE70-74,MLE,0.073002
2000,SAU,AGE50-54,FMLE,0.004399
2000,SEN,AGE85-89,MLE,0.293458
2000,BGR,AGE50-54,MLE,0.012148
2013,,AGE95-99,FMLE,0.317754
1990,,AGE80-84,MLE,0.13286
2013,DMA,AGE60-64,MLE,0.017471
1990,KGZ,AGE35-39,FMLE,0.002
2013,PHL,AGE15-19,MLE,0.001123
1990,SOM,AGE20-24,FMLE,0.00608
2000,TZA,AGE30-34,MLE,0.014279
1990,KWT,AGE50-54,MLE,0.005392
2012,AND,AGE10-14,MLE,0.00016
2012,TON,AGE55-59,MLE,0.01014
2000,WSM,AGE100PLUS,FMLE,0.431372
2000,IRQ,AGE50-54,FMLE,0.005
2000,MLI,AGE55-59,MLE,0.021355
2012,BRA,AGE55-59,FMLE,0.007389
2012,IND,AGE90-94,MLE,0.208178
1990,TKM,AGE25-29,MLE,0.002623
2013,LKA,AGE85-89,FMLE,0.143668
2013,ARM,AGE5-9,FMLE,0.000211
2000,,AGE85-89,MLE,0.187121
1990,HTI,AGE20-24,MLE,0.004797
2012,LBR,AGE35-39,MLE,0.0055
2013,GTM,AGE45-49,MLE,0.007265
2012,URY,AGE5-9,MLE,0.000207
1990,QAT,AGE55-59,MLE,0.008432
2013,KGZ,AGE10-14,FMLE,0.000268
1990,MUS,AGE15-19,FMLE,0.000724
2013,MWI,AGE95-99,MLE,0.728415
1990,PER,AGE75-79,MLE,0.053559
1990,ITA,AGE45-49,MLE,0.003444
2012,SRB,AGE90-94,FMLE,0.252242
2012,SWE,AGE60-64,MLE,0.008364
1990,CHE,AGE70-74,MLE,0.039305
2000,,AGELT1,FMLE,0.083095
1990,BDI,AGE20-24,MLE,0.00724
2012,AUS,AGE35-39,MLE,0.001095
2000,HUN,AGE60-64,MLE,0.031
2012,SWZ,AGE50-54,MLE,0.015817
1990,LBR,AGE90-94,FMLE,0.407982
2000,CZE,AGE25-29,FMLE,0.000326
2000,,AGE25-29,BTSX,0.001577
2012,ETH,AGE10-14,MLE,0.002005
1990,CYP,AGE15-19,FMLE,0.00029
2012,ESP,AGE10-14,FMLE,0.00008
2012,NER,AGELT1,MLE,0.070737
1990,LVA,AGE45-49,MLE,0.011481
2013,MKD,AGE75-79,MLE,0.074653
2012,,AGE95-99,FMLE,0.266432
2000,,AGE30-34,BTSX,0.002795
2013,ZWE,AGE55-59,FMLE,0.011177
1990,,AGE30-34,BTSX,0.001746
1990,PAK,AGE50-54,MLE,0.009825
2012,ZAF,AGE55-59,MLE,0.027914
1990,,AGE40-44,BTSX,0.005732
2012,,AGE1-4,BTSX,0.009019
2000,JOR,AGE50-54,MLE,0.007286
2012,ITA,AGELT1,FMLE,0.002908
2013,LTU,AGE75-79,MLE,0.072683
2013,USA,AGE60-64,MLE,0.012518
2012,CHE,AGE80-84,MLE,0.066447
2000,PLW,AGE75-79,FMLE,0.078603
2013,,AGE40-44,FMLE,0.001778
1990,SEN,AGE65-69,FMLE,0.032921
2012,BHR,AGE10-14,MLE,0.000283
2000,TUN,AGE25-29,MLE,0.001348
1990,DEU,AGE95-99,MLE,0.382634
2000,JPN,AGE100PLUS,FMLE,0.388461
1990,LAO,AGE80-84,FMLE,0.153972
2000,HUN,AGE65-69,MLE,0.042
1990,QAT,AGELT1,FMLE,0.016133
2000,VUT,AGE85-89,FMLE,0.207729
2000,ZMB,AGE15-19,FMLE,0.004
1990,MKD,AGE10-14,FMLE,0.000206
2012,UZB,AGE60-64,MLE,0.028435
2013,SYR,AGE85-89,FMLE,0.144947
1990,,AGE5-9,MLE,0.002759
1990,BGD,AGE55-59,MLE,0.01239
2000,MDV,AGE80-84,MLE,0.138
1990,NRU,AGE35-39,MLE,0.002
2013,LAO,AGE5-9,MLE,0.000899
1990,SSD,AGE40-44,FMLE,0.011
2013,MDV,AGE35-39,MLE,0.000397
2012,AUS,AGE90-94,FMLE,0.159638
1990,BRA,AGE70-74,MLE,0.055896
1990,KNA,AGE40-44,MLE,0.007978
2000,NIC,AGE45-49,FMLE,0.003483
2000,,AGE10-14,FMLE,0.000338
2013,CYP,AGE90-94,MLE,0.191947
2000,USA,AGE70-74,FMLE,0.023414
2000,NRU,AGE70-74,FMLE,0.019
2013,CYP,AGE30-34,FMLE,0.000287
2012,DNK,AGE50-54,FMLE,0.003227
2012,,AGE55-59,BTSX,0.01345
1990,BRB,AGE15-19,FMLE,0.000834
2013,LTU,AGE15-19,FMLE,0.000218
2012,PAK,AGE25-29,MLE,0.00181
2000,,AGE65-69,BTSX,0.019734
2013,LBY,AGE5-9,MLE,0.000307
2013,,AGE35-39,FMLE,0.00087
2000,COK,AGE75-79,FMLE,0.055195
