year,country,AGEGROUP,SEX,Display Value
2012,TJK,AGE5-9,FMLE,0.000956
2012,SWE,AGE80-84,FMLE,0.230258
2012,SAU,AGE80-84,MLE,0.463403
1990,FJI,AGE40-44,FMLE,0.020716
2013,LSO,AGELT1,FMLE,0.066392
2000,NIC,AGE25-29,MLE,0.010071
2013,ROU,AGE95-99,MLE,0.821756
2000,ETH,AGE95-99,MLE,0.949944
2013,RWA,AGE30-34,FMLE,0.016802
2012,BOL,AGE75-79,MLE,0.350673
2000,MLI,AGE20-24,MLE,0.022182
1990,DMA,AGE90-94,MLE,0.723124
2013,USA,AGE35-39,FMLE,0.004907
2013,AND,AGE80-84,FMLE,0.178633
1990,NOR,AGE65-69,MLE,0.128854
2000,TUR,AGE1-4,MLE,0.007449
2012,TON,AGE90-94,MLE,0.704464
1990,GMB,AGE15-19,FMLE,0.018541
2013,BRA,AGE85-89,MLE,0.440812
2000,CHN,AGE25-29,FMLE,0.005348
2000,LTU,AGE95-99,FMLE,0.8
2000,SWE,AGE40-44,FMLE,0.004671
2013,BGD,AGE55-59,FMLE,0.044817
2013,BRN,AGE90-94,MLE,0.745299
2013,IRL,AGE90-94,FMLE,0.54655
2000,CPV,AGE70-74,MLE,0.2599
2012,MWI,AGE75-79,FMLE,0.367122
2000,BHR,AGE50-54,MLE,0.022388
2013,CAN,AGE1-4,FMLE,0.000609
1990,PAN,AGE10-14,FMLE,0.002606
2000,BHR,AGE85-89,MLE,0.63274
2013,CAN,AGE35-39,FMLE,0.003032
2013,CAF,AGE50-54,FMLE,0.072177
2013,TZA,AGE40-44,MLE,0.048616
2012,YEM,AGE20-24,FMLE,0.01234
1990,WSM,AGE15-19,FMLE,0.004745
2000,AGO,AGELT1,FMLE,0.11111
1990,ROU,AGE65-69,FMLE,0.105636
2012,NPL,AGE5-9,MLE,0.004483
1990,SMR,AGELT1,FMLE,0.008517
2000,NRU,AGE85-89,FMLE,0.359238
2000,,AGE10-14,MLE,0.005699
1990,SEN,AGE45-49,MLE,0.043245
2012,MKD,AGE90-94,FMLE,0.779346
2012,NPL,AGE25-29,FMLE,0.008712
2000,TUN,AGE1-4,FMLE,0.005008
2012,UKR,AGE10-14,MLE,0.001473
2013,IRQ,AGE55-59,MLE,0.078227
1990,JOR,AGE65-69,FMLE,0.119328
2012,BEL,AGE5-9,MLE,0.000533
2013,PNG,AGE55-59,FMLE,0.082381
2012,DZA,AGE80-84,MLE,0.512653
1990,EGY,AGE40-44,FMLE,0.012496
2013,DMA,AGE95-99,MLE,0.780453
2012,HRV,AGE30-34,FMLE,0.001656
2000,PRY,AGE50-54,MLE,0.034956
2013,LBY,AGE95-99,FMLE,0.858342
1990,UZB,AGE15-19,MLE,0.004738
2013,CIV,AGE80-84,MLE,0.593256
2000,BIH,AGE20-24,MLE,0.004897
2000,CHE,AGE95-99,FMLE,0.828043
2013,KGZ,AGE35-39,MLE,0.026158
1990,NER,AGE20-24,MLE,0.023969
2013,PRK,AGE35-39,FMLE,0.00838
2000,TGO,AGE45-49,FMLE,0.053758
2000,ITA,AGE15-19,MLE,0.002931
2012,NOR,AGE5-9,FMLE,0.000404
2013,SVK,AGE10-14,MLE,0.001022
2000,CRI,AGE75-79,MLE,0.222081
1990,KEN,AGE40-44,FMLE,0.028325
2013,GNQ,AGE30-34,MLE,0.038775
1990,CYP,AGELT1,MLE,0.010945
2013,SRB,AGE60-64,FMLE,0.051997
2013,,AGE90-94,MLE,0.83138
2012,TLS,AGELT1,MLE,0.052181
2000,CHN,AGE85-89,MLE,0.624659
1990,PHL,AGE45-49,MLE,0.045293
2012,SYC,AGE90-94,MLE,0.580042
1990,,AGE65-69,FMLE,0.15763
1990,GIN,AGE70-74,MLE,0.287398
2000,CHN,AGELT1,FMLE,0.028
2012,,AGE85-89,FMLE,0.386927
2012,COM,AGE1-4,FMLE,0.020399
2012,NRU,AGE80-84,MLE,0.37347
1990,MDV,AGE90-94,FMLE,0.975
1990,LTU,AGE45-49,FMLE,0.018368
2012,SWE,AGE25-29,MLE,0.003619
2012,MOZ,AGE85-89,FMLE,0.676689
1990,DOM,AGE35-39,FMLE,0.011353
2012,URY,AGE85-89,MLE,0.517743
2000,BHR,AGE25-29,FMLE,0.002017
2012,LSO,AGE5-9,MLE,0.020109
2000,NLD,AGELT1,FMLE,0.004496
2000,CHL,AGE55-59,MLE,0.046528
2012,TTO,AGE80-84,MLE,0.498685
1990,IRL,AGELT1,FMLE,0.006895
1990,COD,AGE40-44,MLE,0.05453
1990,ETH,AGE45-49,MLE,0.075356
2013,BHS,AGE1-4,FMLE,0.002959
2000,,AGE60-64,FMLE,0.095422
2000,GHA,AGELT1,MLE,0.073
1990,RUS,AGE35-39,FMLE,0.007711
2000,UZB,AGE30-34,MLE,0.016
1990,LCA,AGE65-69,FMLE,0.103108
2013,LBY,AGE25-29,FMLE,0.003064
1990,ALB,AGE75-79,MLE,0.465133
1990,AUT,AGE40-44,FMLE,0.007917
2012,MYS,AGE1-4,FMLE,0.001074
2000,MUS,AGE100PLUS,FMLE,1
2012,NOR,AGE65-69,MLE,0.069076
2000,SAU,AGE15-19,FMLE,0.002865
2000,MNG,AGE5-9,MLE,0.003214
1990,POL,AGE10-14,FMLE,0.001095
2012,DZA,AGE20-24,FMLE,0.004362
2000,BGR,AGE15-19,MLE,0.003927
1990,COK,AGE95-99,MLE,0.870877
2012,,AGE50-54,FMLE,0.030465
2000,NRU,AGE30-34,MLE,0.003374
2000,NGA,AGE15-19,FMLE,0.023396
1990,GIN,AGE10-14,FMLE,0.019524
2012,MYS,AGE60-64,MLE,0.096271
2000,,AGE45-49,MLE,0.029337
2000,NRU,AGE25-29,FMLE,0.002
1990,KEN,AGE100PLUS,MLE,1
2012,SWE,AGE35-39,FMLE,0.002844
1990,COL,AGE5-9,FMLE,0.001914
2013,GRD,AGE60-64,FMLE,0.06227
2000,NIC,AGE80-84,FMLE,0.254538
1990,CHE,AGE45-49,FMLE,0.010009
2000,CHL,AGE60-64,MLE,0.074
2000,,AGE40-44,BTSX,0.019192
2000,IRN,AGE15-19,MLE,0.008
2000,MRT,AGE40-44,MLE,0.029476
1990,VCT,AGE35-39,FMLE,0.013123
2012,SDN,AGE85-89,MLE,0.638133
2012,TLS,AGE50-54,FMLE,0.037123
2012,UGA,AGE5-9,MLE,0.02418
2012,NGA,AGE35-39,MLE,0.04843
1990,GUY,AGE10-14,MLE,0.004296
2012,MKD,AGE80-84,MLE,0.465859
2012,LBR,AGE1-4,MLE,0.020661
2013,AND,AGE95-99,MLE,0.845232
2000,,AGE25-29,FMLE,0.004216
2012,COL,AGELT1,MLE,0.0169
1990,ERI,AGE95-99,FMLE,0.886037
2000,KAZ,AGE75-79,FMLE,0.327677
2012,SVN,AGE90-94,MLE,0.642034
2012,AUS,AGE55-59,FMLE,0.015055
1990,BFA,AGE60-64,FMLE,0.120686
2012,TTO,AGE20-24,FMLE,0.003821
2000,RUS,AGE65-69,MLE,0.263
1990,AND,AGE20-24,FMLE,0.002598
2013,GNB,AGE95-99,MLE,0.931982
2012,SYC,AGE75-79,FMLE,0.185172
2000,JPN,AGE55-59,FMLE,0.015871
2012,BWA,AGELT1,FMLE,0.036589
2000,STP,AGE15-19,FMLE,0.009652
2012,ECU,AGELT1,MLE,0.022401
2012,GUY,AGE90-94,MLE,0.92
1990,MHL,AGE95-99,FMLE,0.891412
2013,,AGE55-59,FMLE,0.028492
1990,URY,AGE80-84,FMLE,0.392
2012,MDA,AGE85-89,FMLE,0.563162
2013,TKM,AGE40-44,MLE,0.054455
2000,GRD,AGELT1,MLE,0.014042
1990,COK,AGE35-39,FMLE,0.006955
2012,SLB,AGE85-89,MLE,0.699552
2000,MMR,AGE30-34,MLE,0.018959
2012,SLE,AGE1-4,FMLE,0.072087
1990,ECU,AGE40-44,FMLE,0.015452
2013,LBN,AGE90-94,FMLE,0.603062
2012,GNB,AGE30-34,FMLE,0.035644
2012,VUT,AGE1-4,MLE,0.002879
1990,,AGE75-79,BTSX,0.316344
2012,,AGELT1,BTSX,0.035079
2012,TZA,AGE100PLUS,FMLE,1
2012,DJI,AGE25-29,MLE,0.01651
2013,COM,AGE50-54,FMLE,0.048376
1990,,AGE65-69,MLE,0.154567
1990,AGO,AGE5-9,FMLE,0.057
2000,LVA,AGE80-84,FMLE,0.348
2012,ARG,AGE35-39,MLE,0.009448
2000,VCT,AGE55-59,MLE,0.072307
1990,MRT,AGE35-39,FMLE,0.022
2013,TUN,AGE1-4,MLE,0.002245
2000,JAM,AGE50-54,FMLE,0.025194
1990,AGO,AGE95-99,MLE,0.964852
2000,PRT,AGE80-84,MLE,0.414399
2013,,AGE5-9,FMLE,0.000661
2000,CMR,AGE40-44,MLE,0.060909
2000,GNB,AGE70-74,FMLE,0.299433
1990,HRV,AGE100PLUS,FMLE,1
1990,MKD,AGE25-29,MLE,0.004498
2013,COK,AGE40-44,FMLE,0.007305
2013,,AGELT1,BTSX,0.005078
2000,KGZ,AGE25-29,MLE,0.015775
2012,SVN,AGE30-34,FMLE,0.001607
2013,PRK,AGE95-99,MLE,0.901026
1990,COM,AGE15-19,MLE,0.016177
2000,BHS,AGE50-54,MLE,0.041314
2000,SUR,AGE80-84,FMLE,0.229642
2000,TKM,AGE50-54,FMLE,0.049378
2000,MEX,AGE75-79,FMLE,0.190278
1990,PER,AGE95-99,FMLE,0.667173
2012,NER,AGE85-89,FMLE,0.766109
2012,DNK,AGE5-9,FMLE,0.000252
1990,ZAF,AGE20-24,FMLE,0.008705
2012,PER,AGE50-54,MLE,0.024853
2012,AND,AGE30-34,FMLE,0.000869
2012,BDI,AGE30-34,MLE,0.034804
1990,MNG,AGE45-49,MLE,0.044107
2012,SLB,AGE25-29,FMLE,0.00885
2000,SEN,AGE1-4,MLE,0.075
2012,,AGE35-39,FMLE,0.010977
1990,ZWE,AGE100PLUS,MLE,1
2012,HUN,AGE35-39,FMLE,0.003729
2013,,AGE15-19,BTSX,0.004357
1990,TUN,AGE10-14,MLE,0.003
2012,PAK,AGE1-4,FMLE,0.019741
1990,IRN,AGE60-64,FMLE,0.11
1990,BRB,AGELT1,MLE,0.016995
1990,LVA,AGE80-84,MLE,0.516719
2000,KHM,AGE5-9,MLE,0.021723
2012,MLI,AGE25-29,MLE,0.01886
2000,MUS,AGE45-49,MLE,0.037417
2013,MDV,AGE70-74,MLE,0.20629
2012,VNM,AGE50-54,FMLE,0.015081
1990,JAM,AGE35-39,MLE,0.018805
2013,NIC,AGE10-14,FMLE,0.001797
1990,SVN,AGE10-14,MLE,0.00147
1990,,AGE5-9,FMLE,0.011095
2013,NRU,AGE95-99,FMLE,0.620089
2012,IDN,AGE25-29,FMLE,0.005382
1990,GHA,AGE55-59,FMLE,0.066
2012,LBR,AGE55-59,FMLE,0.068579
2000,KNA,AGE1-4,MLE,0.006433
1990,SUR,AGE65-69,MLE,0.135117
2013,BGR,AGE80-84,FMLE,0.370445
2013,GEO,AGE5-9,MLE,0.001255
1990,HUN,AGE50-54,MLE,0.080352
1990,ZMB,AGE35-39,MLE,0.138
2012,ITA,AGE30-34,FMLE,0.001289
1990,VNM,AGE45-49,FMLE,0.014
1990,HRV,AGE80-84,MLE,0.50324
1990,KNA,AGE30-34,MLE,0.019
2013,BDI,AGE80-84,MLE,0.54965
2013,GRC,AGE65-69,FMLE,0.032132
2013,,AGE35-39,FMLE,0.004343
2000,YEM,AGELT1,FMLE,0.064
2012,BDI,AGE50-54,FMLE,0.058255
2013,VEN,AGE10-14,FMLE,0.001413
2000,MCO,AGELT1,FMLE,0
2000,ZMB,AGELT1,MLE,0.106
1990,MNG,AGE10-14,MLE,0.003527
2000,TUV,AGE55-59,MLE,0.111787
2013,TKM,AGE25-29,FMLE,0.008593
2000,COK,AGE60-64,MLE,0.095
2013,MUS,AGE30-34,FMLE,0.00307
2012,ZAF,AGELT1,FMLE,0.029301
1990,MOZ,AGE75-79,FMLE,0.429527
1990,SYC,AGE45-49,MLE,0.057878
2000,LAO,AGE50-54,FMLE,0.047653
2013,,AGE95-99,BTSX,0.739437
2013,NGA,AGE40-44,MLE,0.051789
2000,AUT,AGE1-4,FMLE,0.000825
2013,,AGE85-89,BTSX,0.459402
2000,BLZ,AGELT1,FMLE,0.018775
1990,OMN,AGE65-69,FMLE,0.151545
2013,SYR,AGE30-34,MLE,0.004356
1990,TON,AGE40-44,MLE,0.042
2000,MRT,AGE35-39,MLE,0.022
1990,MOZ,AGE20-24,MLE,0.045137
2013,IRN,AGE5-9,MLE,0.002011
2000,IRQ,AGE45-49,MLE,0.023934
2012,BDI,AGE85-89,FMLE,0.66051
2000,EST,AGE80-84,MLE,0.440893
2013,MNG,AGE70-74,FMLE,0.216304
2000,LAO,AGELT1,MLE,0.091296
2013,OMN,AGE15-19,MLE,0.004351
1990,TUR,AGE75-79,MLE,0.390604
2000,,AGE80-84,BTSX,0.567078
2013,BEN,AGE60-64,FMLE,0.099364
2000,,AGELT1,FMLE,0.019259
2000,IRN,AGE30-34,FMLE,0.007
2012,SEN,AGELT1,FMLE,0.040398
2000,SRB,AGE15-19,FMLE,0.001551
2013,THA,AGE65-69,MLE,0.126091
1990,,AGE95-99,BTSX,0.782531
2000,COD,AGE1-4,MLE,0.068083
2013,KAZ,AGE5-9,FMLE,0.001523
2012,IDN,AGE85-89,MLE,0.686816
2000,SLV,AGE40-44,FMLE,0.016788
1990,MDA,AGE100PLUS,MLE,1
1990,HRV,AGE10-14,MLE,0.001494
2000,MCO,AGE55-59,MLE,0.042454
1990,NRU,AGE90-94,FMLE,0.576486
2012,MRT,AGE55-59,FMLE,0.052197
2000,MAR,AGE1-4,MLE,0.008388
2013,ESP,AGE5-9,MLE,0.000497
2000,EST,AGE45-49,MLE,0.063527
2000,TUV,AGE75-79,FMLE,0.331637
1990,SYC,AGE100PLUS,FMLE,1
1990,BOL,AGE100PLUS,MLE,1
2013,JPN,AGE45-49,MLE,0.011523
2000,,AGE45-49,MLE,0.076269
2000,UZB,AGE30-34,FMLE,0.008
1990,MOZ,AGE40-44,FMLE,0.054455
2000,ZMB,AGE100PLUS,MLE,1
2012,SYR,AGE1-4,FMLE,0.003545
2013,,AGE50-54,FMLE,0.015476
2012,,AGE65-69,BTSX,0.150171
2000,LAO,AGE15-19,FMLE,0.010358
2012,,AGE50-54,FMLE,0.024429
2000,BLZ,AGE20-24,MLE,0.007399
1990,TLS,AGE75-79,FMLE,0.417968
2012,,AGE25-29,BTSX,0.009383
2000,RWA,AGE45-49,MLE,0.094439
2012,ZAF,AGE90-94,MLE,0.684298
2012,DNK,AGE85-89,FMLE,0.41162
2012,ITA,AGE10-14,MLE,0.00062
1990,BIH,AGE35-39,FMLE,0.004731
2013,GHA,AGE10-14,FMLE,0.010198
1990,OMN,AGE10-14,MLE,0.005315
2000,EST,AGE20-24,FMLE,0.002471
2013,KAZ,AGE65-69,MLE,0.247332
1990,TKM,AGE90-94,FMLE,0.741955
2000,IRN,AGE95-99,FMLE,0.887791
1990,COG,AGE30-34,FMLE,0.037393
1990,BOL,AGE65-69,MLE,0.164199
2000,LKA,AGE75-79,FMLE,0.240706
2000,,AGE65-69,BTSX,0.183043
2013,GEO,AGE85-89,MLE,0.621641
2013,THA,AGE5-9,FMLE,0.001417
2000,VNM,AGE1-4,FMLE,0.006333
1990,COG,AGE100PLUS,FMLE,1
2000,LVA,AGE70-74,FMLE,0.136613
2000,LBY,AGE75-79,MLE,0.34959
2012,MEX,AGE1-4,FMLE,0.002025
2000,SLV,AGE100PLUS,MLE,1
1990,MDA,AGE40-44,FMLE,0.014103
2013,POL,AGE25-29,FMLE,0.001294
2000,NZL,AGE55-59,FMLE,0.025336
2012,ETH,AGELT1,FMLE,0.0406
2012,ERI,AGE70-74,FMLE,0.231378
1990,COL,AGE75-79,FMLE,0.20733
2000,BFA,AGE45-49,MLE,0.073327
1990,NOR,AGE20-24,MLE,0.004378
2012,UKR,AGE90-94,MLE,0.77679
2013,CRI,AGE85-89,MLE,0.4386
2012,UKR,AGE55-59,MLE,0.105983
1990,,AGE85-89,MLE,0.683432
1990,,AGE80-84,BTSX,0.501824
1990,BOL,AGE40-44,FMLE,0.029266
2012,COG,AGE30-34,FMLE,0.030627
2013,ESP,AGE60-64,FMLE,0.018778
2000,URY,AGE40-44,FMLE,0.01
2013,,AGE95-99,FMLE,0.773469
1990,NOR,AGE75-79,FMLE,0.187074
1990,UKR,AGE45-49,MLE,0.051772
2012,LCA,AGE90-94,MLE,0.621142
2000,ETH,AGE15-19,MLE,0.022639
2012,BOL,AGE85-89,FMLE,0.580508
2012,,AGE65-69,FMLE,0.089623
1990,PHL,AGE20-24,FMLE,0.00654
2013,NGA,AGE25-29,FMLE,0.027344
2000,ESP,AGE15-19,FMLE,0.00132
2013,MCO,AGE65-69,MLE,0.073278
2012,NOR,AGELT1,MLE,0.002489
2012,FSM,AGE90-94,FMLE,0.798889
2000,ZMB,AGE75-79,FMLE,0.371875
2000,EST,AGE1-4,MLE,0.002246
2012,COL,AGE85-89,FMLE,0.359894
2013,LKA,AGE40-44,FMLE,0.005885
1990,MOZ,AGE100PLUS,MLE,1
2000,ZMB,AGE40-44,FMLE,0.146994
2000,AGO,AGE70-74,MLE,0.315
2000,LAO,AGE75-79,MLE,0.406843
2013,,AGE1-4,BTSX,0.026323
2012,VCT,AGE45-49,FMLE,0.018477
1990,UKR,AGE10-14,MLE,0.00268
1990,UKR,AGE80-84,MLE,0.505422
1990,BOL,AGE75-79,FMLE,0.354716
2000,MCO,AGE20-24,MLE,0.006052
2000,SRB,AGE95-99,FMLE,0.855659
2013,TUR,AGE65-69,FMLE,0.055825
2000,LAO,AGE40-44,FMLE,0.026
2012,,AGE90-94,MLE,0.692732
2000,PRY,AGE70-74,FMLE,0.120606
2012,MAR,AGE85-89,MLE,0.687577
2013,ETH,AGE25-29,MLE,0.018425
1990,,AGE20-24,BTSX,0.023674
2013,TON,AGE95-99,MLE,0.829581
2013,,AGE35-39,FMLE,0.038138
2000,MRT,AGE15-19,FMLE,0.011057
2013,ZMB,AGE65-69,MLE,0.161117
1990,FSM,AGE45-49,FMLE,0.028052
2000,SRB,AGE50-54,FMLE,0.025476
2000,GTM,AGE80-84,MLE,0.433322
1990,KNA,AGE60-64,FMLE,0.066578
1990,VCT,AGE95-99,MLE,0.870954
2012,MOZ,AGE50-54,FMLE,0.081456
2000,SOM,AGE70-74,FMLE,0.261855
2013,ARM,AGE85-89,FMLE,0.622661
2012,BLZ,AGE45-49,FMLE,0.012513
2013,IRN,AGE25-29,FMLE,0.003906
2012,LCA,AGE30-34,FMLE,0.005518
1990,,AGE20-24,FMLE,0.015049
2013,MAR,AGE30-34,FMLE,0.006453
2012,SOM,AGELT1,FMLE,0.084253
2013,SRB,AGE95-99,FMLE,0.852681
2012,TLS,AGE30-34,MLE,0.011914
2000,ZMB,AGE20-24,MLE,0.032484
2000,CHN,AGE35-39,MLE,0.01
2012,,AGE100PLUS,FMLE,1
2012,LBY,AGE100PLUS,FMLE,1
2000,NGA,AGE40-44,MLE,0.060558
2012,NOR,AGE50-54,FMLE,0.010564
2000,BEN,AGE75-79,MLE,0.467223
2013,KEN,AGE10-14,FMLE,0.011509
1990,FJI,AGE100PLUS,MLE,1
2013,IND,AGE60-64,MLE,0.127803
1990,GRC,AGE40-44,MLE,0.011346
1990,SSD,AGELT1,MLE,0.159
2013,SLV,AGE65-69,MLE,0.106687
1990,,AGE25-29,FMLE,0.030423
2012,VEN,AGELT1,MLE,0.014801
1990,COK,AGE85-89,MLE,0.644
2000,MAR,AGE80-84,MLE,0.534011
2012,DJI,AGE1-4,FMLE,0.015663
1990,GRC,AGELT1,MLE,0.012192
1990,SVK,AGE40-44,MLE,0.029098
2013,WSM,AGE30-34,FMLE,0.004008
2000,URY,AGE65-69,MLE,0.152
1990,MHL,AGE15-19,FMLE,0.00933
2013,MOZ,AGE55-59,FMLE,0.081874
2000,LUX,AGE20-24,FMLE,0.001592
2013,PHL,AGE15-19,MLE,0.005601
2013,PAN,AGE60-64,FMLE,0.037471
2012,IND,AGE75-79,FMLE,0.315332
1990,HTI,AGE65-69,MLE,0.208046
2013,TCD,AGE5-9,FMLE,0.019348
2012,AND,AGE55-59,MLE,0.036897
2013,ISL,AGE85-89,MLE,0.493523
1990,BLZ,AGE35-39,FMLE,0.007502
2012,RWA,AGE5-9,MLE,0.014146
2013,HRV,AGE60-64,MLE,0.083763
2012,PAN,AGE1-4,MLE,0.002942
2012,ECU,AGE75-79,MLE,0.204484
2000,SMR,AGE80-84,FMLE,0.204472
2012,CIV,AGELT1,MLE,0.083
1990,MDG,AGE45-49,MLE,0.058886
1990,BHS,AGE90-94,MLE,0.854036
2013,MYS,AGE100PLUS,MLE,1
2013,,AGE90-94,FMLE,0.746551
1990,AUT,AGE20-24,MLE,0.006497
1990,PAK,AGE95-99,MLE,0.899837
2012,ROU,AGE10-14,MLE,0.001509
2012,TON,AGE55-59,MLE,0.049537
1990,CAN,AGE20-24,FMLE,0.00195
2013,FJI,AGE10-14,FMLE,0.001648
1990,KGZ,AGE80-84,MLE,0.462
1990,SUR,AGE40-44,FMLE,0.011178
2000,MCO,AGE100PLUS,MLE,1
1990,LTU,AGE30-34,FMLE,0.005
2013,LCA,AGE95-99,MLE,0.742942
2013,AFG,AGE95-99,FMLE,0.887401
2013,MLT,AGE65-69,FMLE,0.046355
2013,NOR,AGE35-39,MLE,0.003943
1990,TGO,AGE20-24,MLE,0.024775
2000,ALB,AGE45-49,MLE,0.020334
2013,UKR,AGE35-39,FMLE,0.009695
2000,FIN,AGE15-19,MLE,0.003557
2012,PNG,AGE85-89,FMLE,0.606119
2013,,AGE35-39,FMLE,0.004604
2000,ARG,AGE75-79,MLE,0.303763
2013,HTI,AGE10-14,FMLE,0.010203
2012,ARM,AGE1-4,FMLE,0.001502
1990,MHL,AGE75-79,MLE,0.404878
2013,AGO,AGE65-69,MLE,0.189251
1990,WSM,AGE95-99,FMLE,0.827502
2013,,AGE70-74,FMLE,0.211754
1990,,AGE40-44,BTSX,0.028269
2000,IND,AGE25-29,FMLE,0.013623
2000,IRQ,AGE15-19,FMLE,0.002
2013,DEU,AGE30-34,MLE,0.003339
2000,SLB,AGE100PLUS,FMLE,1
1990,TUV,AGE70-74,FMLE,0.254292
2013,,AGE80-84,MLE,0.504326
2013,CHE,AGE5-9,MLE,0.000339
1990,GRC,AGE50-54,FMLE,0.011991
2000,RUS,AGE75-79,FMLE,0.279862
2000,MMR,AGELT1,MLE,0.064601
2000,ECU,AGE25-29,MLE,0.014178
2013,UKR,AGE95-99,MLE,0.864602
1990,SYR,AGE15-19,MLE,0.004614
2013,,AGE75-79,MLE,0.279158
2000,POL,AGE50-54,FMLE,0.021859
1990,TJK,AGE75-79,FMLE,0.305174
1990,LAO,AGE10-14,FMLE,0.0123
2000,KNA,AGE55-59,FMLE,0.043
1990,COD,AGE15-19,FMLE,0.022838
2012,TUN,AGE85-89,FMLE,0.533313
2000,BHS,AGE25-29,FMLE,0.015397
2012,NIC,AGE50-54,FMLE,0.02719
2013,PER,AGE10-14,MLE,0.001752
2012,CYP,AGE85-89,MLE,0.453557
1990,LTU,AGE25-29,MLE,0.013348
2013,NLD,AGE85-89,FMLE,0.398753
1990,TUN,AGE1-4,MLE,0.011
2012,LBN,AGELT1,MLE,0.008313
1990,BGR,AGE45-49,MLE,0.036397
2012,,AGE70-74,FMLE,0.08371
1990,TON,AGE20-24,FMLE,0.003
2000,KOR,AGE1-4,FMLE,0.000806
1990,MDG,AGE100PLUS,FMLE,1
2012,PRY,AGE20-24,MLE,0.010116
1990,LBY,AGE70-74,MLE,0.254805
2013,COG,AGE25-29,MLE,0.024913
2012,,AGE70-74,FMLE,0.22489
1990,EST,AGE75-79,MLE,0.362226
2012,JOR,AGE30-34,FMLE,0.004796
2012,NRU,AGE1-4,MLE,0
2013,EGY,AGE1-4,MLE,0.003183
1990,SAU,AGE45-49,FMLE,0.020489
1990,PRK,AGE80-84,MLE,0.630419
1990,CMR,AGE10-14,FMLE,0.015836
2000,BRA,AGE50-54,FMLE,0.029888
2012,BIH,AGE60-64,MLE,0.089648
2013,,AGE5-9,FMLE,0.001781
2012,BHS,AGE20-24,MLE,0.004918
2000,,AGE70-74,FMLE,0.162664
2013,BWA,AGE25-29,MLE,0.015717
2012,STP,AGE35-39,MLE,0.020119
2013,SUR,AGE90-94,FMLE,0.611128
1990,,AGE5-9,BTSX,0.002772
2012,BWA,AGE30-34,FMLE,0.038572
2013,LAO,AGE15-19,FMLE,0.004928
2013,MNG,AGE95-99,MLE,0.921398
2013,KNA,AGE30-34,FMLE,0.003199
2012,PRK,AGELT1,FMLE,0.020097
1990,NRU,AGE45-49,FMLE,0.011698
2012,MLI,AGE60-64,MLE,0.12227
2000,MKD,AGE50-54,FMLE,0.021428
2000,LAO,AGE40-44,MLE,0.031
2013,ZAF,AGE35-39,FMLE,0.056765
2013,MNE,AGE80-84,FMLE,0.37408
1990,PRT,AGE50-54,FMLE,0.018017
1990,MEX,AGE95-99,MLE,0.716014
2000,PER,AGE80-84,MLE,0.436926
2000,COG,AGE70-74,FMLE,0.231007
1990,COM,AGE35-39,FMLE,0.029442
2012,LKA,AGE80-84,FMLE,0.357462
1990,NRU,AGE65-69,MLE,0.169
2000,ZWE,AGE70-74,MLE,0.268561
2000,SLB,AGE55-59,FMLE,0.064827
2012,,AGE1-4,MLE,0.002549
2013,PER,AGE65-69,FMLE,0.060807
2012,SAU,AGE55-59,FMLE,0.024685
2013,HND,AGE5-9,FMLE,0.003615
2000,SUR,AGE45-49,FMLE,0.023891
2013,TTO,AGE40-44,MLE,0.023217
2013,EST,AGE55-59,MLE,0.071048
2012,KGZ,AGE50-54,FMLE,0.030691
2000,MKD,AGELT1,MLE,0.015312
1990,UZB,AGE35-39,FMLE,0.009797
2012,JPN,AGE85-89,MLE,0.427855
2013,MDA,AGE55-59,FMLE,0.042084
1990,MNE,AGE65-69,FMLE,0.066782
2000,KIR,AGE100PLUS,MLE,1
2012,,AGE55-59,MLE,0.065036
1990,THA,AGE5-9,MLE,0.005
2012,CMR,AGE1-4,MLE,0.036565
1990,SDN,AGELT1,MLE,0.088336
2013,HUN,AGE65-69,MLE,0.156568
1990,JOR,AGE45-49,MLE,0.025719
2013,BDI,AGE55-59,FMLE,0.070983
2013,MOZ,AGE10-14,FMLE,0.013805
2000,DEU,AGE40-44,FMLE,0.006308
1990,ECU,AGE5-9,FMLE,0.003879
2000,ALB,AGE100PLUS,FMLE,1
1990,NZL,AGELT1,MLE,0.010195
2012,GNB,AGELT1,FMLE,0.07276
2000,LVA,AGE90-94,FMLE,0.694
2013,KEN,AGE80-84,MLE,0.525582
2000,SAU,AGE95-99,FMLE,0.911115
2000,HUN,AGE20-24,MLE,0.004707
2000,GHA,AGE10-14,FMLE,0.011625
2012,BHS,AGE90-94,MLE,0.808276
2012,VNM,AGE85-89,FMLE,0.352665
1990,POL,AGE15-19,FMLE,0.002
2012,CHE,AGE80-84,MLE,0.286519
2013,ISR,AGE30-34,FMLE,0.0014
2000,DZA,AGE95-99,FMLE,0.903961
1990,GNB,AGE45-49,MLE,0.056968
1990,ZWE,AGE75-79,FMLE,0.298068
2012,TKM,AGE90-94,FMLE,0.66337
2013,KOR,AGE70-74,MLE,0.130634
1990,CHL,AGE40-44,FMLE,0.01
2012,SUR,AGE85-89,FMLE,0.291947
2000,EGY,AGE1-4,FMLE,0.009422
2013,CHL,AGE85-89,FMLE,0.357445
2012,IRQ,AGE85-89,MLE,0.702259
1990,,AGE25-29,FMLE,0.002844
2000,BLZ,AGE25-29,MLE,0.013
2013,UGA,AGE90-94,MLE,0.859969
2012,SYR,AGE80-84,FMLE,0.362313
