GHO,GBDCHILDCAUSES,PUBLISHSTATE,YEAR,REGION,COUNTRY,AGEGROUP,SEX,MGHEREG,Display Value,Numeric,Low,High,Comments
MORT_200,CH4,PUBLISHED,2009,AFR,AGO,MONTHS1-59,BTSX,,1.1,1.05284,,,
MORT_300,CH4,PUBLISHED,2009,AFR,AGO,MONTHS1-59,BTSX,,0.8,0.77273,,,
MORT_300,CH4,PUBLISHED,2000,AFR,AGO,MONTHS1-59,BTSX,,0.8,0.82763,,,
MORT_200,CH4,PUBLISHED,2007,AFR,AGO,DAYS0-27,BTSX,,0,0.04868,,,
MORT_100,CH4,PUBLISHED,2013,AFR,AGO,YEARS0-4,BTSX,,897,897.408,,,
MORT_100,CH4,PUBLISHED,2001,AFR,AGO,MONTHS1-59,BTSX,,878,878,,,
MORT_200,CH4,PUBLISHED,2003,AFR,AGO,YEARS0-4,BTSX,,1.3,1.29838,,,
MORT_200,CH4,PUBLISHED,2011,AFR,AGO,MONTHS1-59,BTSX,,1,0.95886,,,
MORT_100,CH4,PUBLISHED,2000,AFR,AGO,MONTHS1-59,BTSX,,890,890,,,
MORT_100,CH4,PUBLISHED,2010,AFR,AGO,DAYS0-27,BTSX,,41,41,,,
MORT_200,CH4,PUBLISHED,2012,AFR,AGO,MONTHS1-59,BTSX,,0.9,0.93494,,,
MORT_300,CH4,PUBLISHED,2002,AFR,AGO,MONTHS1-59,BTSX,,0.8,0.76888,,,
MORT_200,CH4,PUBLISHED,2005,AFR,AGO,YEARS0-4,BTSX,,1.3,1.27461,,,
MORT_300,CH4,PUBLISHED,2010,AFR,AGO,YEARS0-4,BTSX,,0.6,0.5606,,,
MORT_300,CH4,PUBLISHED,2003,AFR,AGO,DAYS0-27,BTSX,,0.1,0.10796,,,
MORT_300,CH4,PUBLISHED,2005,AFR,AGO,MONTHS1-59,BTSX,,0.8,0.81965,,,
MORT_200,CH4,PUBLISHED,2002,AFR,AGO,MONTHS1-59,BTSX,,1.2,1.24452,,,
MORT_300,CH4,PUBLISHED,2001,AFR,AGO,YEARS0-4,BTSX,,0.6,0.61623,,,
MORT_300,CH4,PUBLISHED,2008,AFR,AGO,DAYS0-27,BTSX,,0.1,0.09475,,,
MORT_200,CH4,PUBLISHED,2011,AFR,AGO,DAYS0-27,BTSX,,0,0.0475,,,
MORT_100,CH4,PUBLISHED,2010,AFR,AGO,YEARS0-4,BTSX,,906,906,,,
MORT_300,CH4,PUBLISHED,2012,AFR,AGO,YEARS0-4,BTSX,,0.6,0.566,,,
MORT_300,CH4,PUBLISHED,2011,AFR,AGO,DAYS0-27,BTSX,,0.1,0.09876,,,
MORT_200,CH4,PUBLISHED,2010,AFR,AGO,YEARS0-4,BTSX,,1,1.00978,,,
MORT_200,CH4,PUBLISHED,2001,AFR,AGO,YEARS0-4,BTSX,,1.3,1.32711,,,
MORT_300,CH4,PUBLISHED,2007,AFR,AGO,DAYS0-27,BTSX,,0.1,0.09601,,,
MORT_300,CH4,PUBLISHED,2005,AFR,AGO,YEARS0-4,BTSX,,0.6,0.63634,,,
MORT_200,CH4,PUBLISHED,2004,AFR,AGO,YEARS0-4,BTSX,,1.3,1.26855,,,
MORT_300,CH4,PUBLISHED,2013,AFR,AGO,DAYS0-27,BTSX,,0.1,0.09902,,,
MORT_300,CH4,PUBLISHED,2012,AFR,AGO,DAYS0-27,BTSX,,0.1,0.09735,,,
MORT_300,CH4,PUBLISHED,2008,AFR,AGO,MONTHS1-59,BTSX,,0.7,0.74302,,,
MORT_100,CH4,PUBLISHED,2006,AFR,AGO,YEARS0-4,BTSX,,1047,1047,,,
MORT_100,CH4,PUBLISHED,2001,AFR,AGO,DAYS0-27,BTSX,,40,40,,,
MORT_100,CH4,PUBLISHED,2009,AFR,AGO,MONTHS1-59,BTSX,,929,929,,,
MORT_200,CH4,PUBLISHED,2010,AFR,AGO,DAYS0-27,BTSX,,0,0.0457,,,
MORT_100,CH4,PUBLISHED,2003,AFR,AGO,MONTHS1-59,BTSX,,922,922,,,
MORT_200,CH4,PUBLISHED,2004,AFR,AGO,MONTHS1-59,BTSX,,1.2,1.21266,,,
MORT_200,CH4,PUBLISHED,2005,AFR,AGO,MONTHS1-59,BTSX,,1.2,1.21805,,,
MORT_300,CH4,PUBLISHED,2004,AFR,AGO,MONTHS1-59,BTSX,,0.8,0.80625,,,
MORT_100,CH4,PUBLISHED,2009,AFR,AGO,YEARS0-4,BTSX,,973,973,,,
MORT_200,CH4,PUBLISHED,2010,AFR,AGO,MONTHS1-59,BTSX,,1,0.96408,,,
